short_name,age,overall,value_eur,wage_eur,pace,shooting,passing,defending
Marc CarbÃ³,28.0,62.0,400000.0,2000.0,60.0,55.0,58.0,55.0
E. Soleri,24.0,62.0,800000.0,1000.0,64.0,63.0,38.0,28.0
A. TÃ®rcoveanu,25.0,62.0,550000.0,2000.0,72.0,55.0,60.0,55.0
J. Hastie,23.0,62.0,625000.0,2000.0,77.0,59.0,56.0,29.0
Javi JimÃ©nez,25.0,62.0,725000.0,2000.0,61.0,30.0,50.0,66.0
Y. Severin,25.0,62.0,500000.0,3000.0,65.0,27.0,48.0,62.0
C. Odoi-Atsem,27.0,62.0,425000.0,1000.0,75.0,42.0,56.0,59.0
D. Lippert,26.0,62.0,425000.0,550.0,66.0,31.0,48.0,59.0
J. Hawkes,23.0,62.0,550000.0,3000.0,69.0,59.0,59.0,36.0
L. Banks,25.0,62.0,550000.0,550.0,72.0,36.0,54.0,59.0
A. Keena,23.0,62.0,800000.0,600.0,63.0,64.0,57.0,38.0
Kim Han Gil,27.0,62.0,425000.0,1000.0,78.0,54.0,48.0,28.0
A. Al Najjar,25.0,62.0,525000.0,4000.0,78.0,55.0,60.0,44.0
A. Lewis,22.0,62.0,625000.0,700.0,63.0,58.0,61.0,56.0
T. Uwakwe,22.0,62.0,775000.0,2000.0,74.0,52.0,55.0,57.0
J. Castillo,22.0,62.0,775000.0,12000.0,75.0,53.0,56.0,56.0
A. Al Khulaif,25.0,62.0,525000.0,6000.0,85.0,49.0,54.0,22.0
A. Majrashi,26.0,62.0,475000.0,4000.0,58.0,34.0,53.0,59.0
M. Feigenspan,26.0,62.0,425000.0,700.0,83.0,59.0,55.0,36.0
T. Paetow,26.0,62.0,450000.0,550.0,62.0,30.0,38.0,61.0
J. Brandon,24.0,62.0,550000.0,1000.0,79.0,44.0,58.0,57.0
A. Åyszczarz,22.0,62.0,900000.0,2000.0,70.0,61.0,57.0,34.0
M. Harzan,33.0,62.0,250000.0,4000.0,75.0,47.0,57.0,39.0
L. von Piechowski,28.0,62.0,350000.0,550.0,67.0,38.0,42.0,61.0
S. Demhasaj,26.0,62.0,500000.0,3000.0,65.0,63.0,45.0,29.0
T. Magloire,23.0,62.0,550000.0,3000.0,89.0,27.0,38.0,60.0
C. Egbuchulam,30.0,62.0,400000.0,2000.0,75.0,61.0,50.0,23.0
J. Tartarotti,22.0,62.0,800000.0,2000.0,65.0,56.0,63.0,55.0
J. Gordon,27.0,62.0,425000.0,2000.0,79.0,59.0,55.0,48.0
E. Toal,23.0,62.0,825000.0,2000.0,42.0,31.0,42.0,61.0
M. Baidoo,23.0,62.0,875000.0,1000.0,78.0,54.0,56.0,49.0
W. Smith,23.0,62.0,550000.0,2000.0,65.0,26.0,40.0,61.0
V. Mustafa,24.0,62.0,550000.0,550.0,67.0,64.0,48.0,22.0
T. MÃ¼sel,22.0,62.0,900000.0,5000.0,67.0,62.0,57.0,28.0
D. PawÅ‚owski,23.0,62.0,550000.0,1000.0,69.0,49.0,55.0,61.0
R. Clampin,23.0,62.0,600000.0,2000.0,81.0,48.0,53.0,57.0
C. Coxe,23.0,62.0,550000.0,2000.0,81.0,42.0,53.0,54.0
T. Vancooten,24.0,62.0,550000.0,2000.0,70.0,37.0,50.0,60.0
M. Haile-Selassie,23.0,62.0,800000.0,2000.0,82.0,55.0,57.0,42.0
Bruno JordÃ£o,23.0,62.0,875000.0,10000.0,65.0,55.0,60.0,49.0
Hu Ruibao,25.0,62.0,525000.0,2000.0,70.0,30.0,47.0,61.0
S. Sissoko,23.0,62.0,575000.0,2000.0,72.0,41.0,57.0,60.0
G. Gori,23.0,62.0,800000.0,8000.0,50.0,66.0,49.0,25.0
J. Eppiah,23.0,62.0,600000.0,12000.0,78.0,60.0,51.0,31.0
E. Henderson,22.0,62.0,900000.0,1000.0,83.0,62.0,59.0,30.0
F. Murray,23.0,62.0,575000.0,1000.0,70.0,58.0,61.0,49.0
L. SÃ¸rensen,22.0,62.0,600000.0,2000.0,64.0,55.0,61.0,60.0
Åž. Ã‡etin,21.0,62.0,900000.0,2000.0,59.0,62.0,59.0,55.0
Boubacar Hanne,23.0,62.0,875000.0,2000.0,85.0,50.0,50.0,35.0
J. Brown,23.0,62.0,550000.0,2000.0,78.0,43.0,55.0,57.0
T. Eyoma,22.0,62.0,750000.0,2000.0,72.0,35.0,53.0,61.0
J. Tuominen,26.0,62.0,500000.0,2000.0,65.0,62.0,50.0,39.0
P. Smyth,24.0,62.0,550000.0,3000.0,87.0,60.0,56.0,31.0
Hu Jinghang,25.0,62.0,550000.0,2000.0,77.0,58.0,53.0,34.0
Tian Yinong,31.0,62.0,325000.0,2000.0,77.0,31.0,55.0,58.0
K. Leshabela,22.0,62.0,800000.0,10000.0,80.0,56.0,59.0,47.0
W. Ferry,22.0,62.0,850000.0,1000.0,73.0,52.0,58.0,52.0
M. Kristensen,29.0,62.0,400000.0,3000.0,37.0,63.0,40.0,25.0
A. OrdagiÄ‡,29.0,62.0,400000.0,1000.0,63.0,54.0,59.0,59.0
X. Amaechi,21.0,62.0,900000.0,2000.0,80.0,54.0,55.0,24.0
A. Al Hamdan,22.0,62.0,900000.0,6000.0,73.0,60.0,57.0,34.0
H. Biggins,26.0,62.0,475000.0,4000.0,54.0,52.0,56.0,57.0
A. Irving,22.0,62.0,900000.0,2000.0,53.0,56.0,66.0,59.0
A. Eisa,26.0,62.0,475000.0,4000.0,91.0,55.0,53.0,28.0
B. Njie,24.0,62.0,625000.0,850.0,87.0,57.0,50.0,26.0
V. Millico,21.0,62.0,900000.0,850.0,50.0,59.0,60.0,30.0
Bruno Reis,22.0,62.0,900000.0,1000.0,66.0,50.0,61.0,50.0
T. John-Jules,21.0,62.0,900000.0,10000.0,77.0,60.0,50.0,21.0
A. Herzog,24.0,62.0,625000.0,1000.0,81.0,49.0,61.0,50.0
Ko Jae Hyeon,23.0,62.0,875000.0,2000.0,76.0,61.0,50.0,27.0
Zhong Yihao,26.0,62.0,425000.0,2000.0,79.0,56.0,54.0,53.0
P. Marie,27.0,62.0,425000.0,1000.0,70.0,47.0,52.0,58.0
B. Maguire,24.0,62.0,800000.0,1000.0,70.0,54.0,62.0,62.0
M. Westergaard,24.0,62.0,800000.0,2000.0,71.0,54.0,58.0,59.0
D. Musovski,26.0,62.0,525000.0,2000.0,63.0,61.0,51.0,41.0
F. Serrarens,31.0,62.0,325000.0,500.0,68.0,59.0,56.0,34.0
L. Fadinger,21.0,62.0,900000.0,1000.0,67.0,59.0,60.0,45.0
L. Cass,22.0,62.0,925000.0,1000.0,70.0,33.0,47.0,61.0
R. Griffiths,22.0,62.0,900000.0,4000.0,69.0,62.0,46.0,25.0
R. Crichlow,23.0,62.0,825000.0,3000.0,65.0,34.0,43.0,62.0
Baltazar,22.0,62.0,900000.0,4000.0,67.0,54.0,60.0,55.0
L. Costa,21.0,62.0,925000.0,2000.0,54.0,32.0,45.0,63.0
T. Knost,22.0,62.0,600000.0,500.0,73.0,31.0,48.0,58.0
K. Freeman,22.0,62.0,575000.0,1000.0,71.0,37.0,53.0,58.0
Y. Otto,23.0,62.0,800000.0,500.0,68.0,58.0,54.0,42.0
S. Abifade,22.0,62.0,900000.0,600.0,85.0,49.0,52.0,23.0
B. Baiye,21.0,62.0,850000.0,2000.0,49.0,36.0,51.0,61.0
K. Goden,23.0,62.0,600000.0,650.0,85.0,38.0,50.0,57.0
K. Moreno,21.0,62.0,925000.0,550.0,58.0,32.0,37.0,61.0
T. Prica,20.0,62.0,875000.0,2000.0,63.0,64.0,56.0,21.0
N. Wood,20.0,62.0,975000.0,3000.0,77.0,24.0,39.0,62.0
A. Thapa,24.0,62.0,625000.0,500.0,66.0,52.0,62.0,54.0
K. Finnsson,22.0,62.0,750000.0,800.0,72.0,53.0,56.0,60.0
J. Å½ambÅ¯rek,21.0,62.0,900000.0,2000.0,61.0,46.0,60.0,41.0
U. YazÄŸÄ±lÄ±,23.0,62.0,825000.0,3000.0,52.0,33.0,41.0,61.0
M. Aruga,23.0,62.0,850000.0,2000.0,71.0,36.0,49.0,59.0
X. Emmers,22.0,62.0,900000.0,2000.0,61.0,47.0,64.0,52.0
I. Olaofe,22.0,62.0,900000.0,3000.0,91.0,58.0,47.0,19.0
MartÃ­ VilÃ ,23.0,62.0,850000.0,1000.0,65.0,42.0,56.0,56.0
Iker GoujÃ³n,22.0,62.0,900000.0,1000.0,63.0,59.0,62.0,43.0
Y. Oyanedel,21.0,62.0,850000.0,600.0,73.0,39.0,55.0,56.0
L. Connell,21.0,62.0,900000.0,2000.0,66.0,53.0,64.0,50.0
J. Redmond,22.0,62.0,550000.0,600.0,59.0,33.0,42.0,62.0
K. Ramsay,21.0,62.0,850000.0,1000.0,74.0,34.0,46.0,59.0
B. Krasniqi,21.0,62.0,975000.0,2000.0,70.0,54.0,62.0,53.0
K. Etete,20.0,62.0,975000.0,5000.0,72.0,61.0,39.0,30.0
D. Diani,24.0,62.0,750000.0,1000.0,63.0,40.0,54.0,58.0
T. MoschiÃ³n,22.0,62.0,600000.0,2000.0,54.0,46.0,59.0,60.0
D. Markanday,20.0,62.0,950000.0,6000.0,78.0,55.0,55.0,24.0
C. Weberg,24.0,62.0,825000.0,650.0,63.0,29.0,48.0,61.0
C. BjÃ¶rk,22.0,62.0,650000.0,3000.0,78.0,60.0,52.0,27.0
R. Grigore,23.0,62.0,575000.0,2000.0,41.0,30.0,41.0,58.0
A. Lottin,20.0,62.0,825000.0,2000.0,64.0,46.0,59.0,59.0
Ãlex PachÃ³n,21.0,62.0,900000.0,2000.0,70.0,61.0,46.0,19.0
N. Mickelson,22.0,62.0,850000.0,2000.0,77.0,33.0,47.0,56.0
O. Holm,19.0,62.0,1000000.0,650.0,78.0,52.0,61.0,47.0
R. Astley,20.0,62.0,900000.0,5000.0,51.0,34.0,52.0,64.0
S. Liseth,24.0,62.0,625000.0,850.0,63.0,59.0,58.0,30.0
D. Drysdale,22.0,62.0,825000.0,2000.0,69.0,27.0,46.0,61.0
H. Mashiane,24.0,62.0,600000.0,500.0,72.0,34.0,56.0,57.0
S. Keita,21.0,62.0,900000.0,2000.0,74.0,59.0,59.0,32.0
M. RÃ¶mling,21.0,62.0,850000.0,3000.0,77.0,35.0,50.0,55.0
M. Mbow,22.0,62.0,825000.0,3000.0,61.0,29.0,39.0,62.0
S. Hostikka,24.0,62.0,575000.0,500.0,77.0,53.0,59.0,29.0
J. Jenkins,20.0,62.0,1000000.0,5000.0,65.0,38.0,56.0,55.0
C. Ndaba,22.0,62.0,750000.0,2000.0,71.0,27.0,53.0,60.0
D. Sealy,19.0,62.0,1000000.0,1000.0,81.0,57.0,52.0,19.0
S. Abdul Samad,25.0,62.0,525000.0,600.0,64.0,49.0,61.0,49.0
D. Politic,22.0,62.0,975000.0,2000.0,79.0,58.0,56.0,30.0
N. Blom,22.0,62.0,850000.0,500.0,73.0,28.0,54.0,64.0
A. Rowe,21.0,62.0,850000.0,2000.0,78.0,53.0,57.0,53.0
J. Vargas,26.0,62.0,500000.0,500.0,65.0,36.0,53.0,59.0
G. CreÈ›u,22.0,62.0,600000.0,1000.0,74.0,50.0,58.0,56.0
C. Achim,26.0,62.0,450000.0,2000.0,64.0,24.0,32.0,63.0
A. Dobrosavlevici,27.0,62.0,450000.0,1000.0,53.0,27.0,34.0,61.0
R. Romeo,32.0,62.0,275000.0,1000.0,75.0,57.0,58.0,56.0
L. Dumitriu,29.0,62.0,400000.0,2000.0,76.0,61.0,62.0,50.0
A. Burlacu,25.0,62.0,500000.0,1000.0,77.0,60.0,57.0,26.0
I. Biceanu,28.0,62.0,350000.0,1000.0,65.0,57.0,55.0,58.0
Z. Duncan,22.0,62.0,900000.0,2000.0,67.0,50.0,57.0,58.0
O. Perianu,20.0,62.0,825000.0,2000.0,74.0,52.0,55.0,60.0
D. Simeu,20.0,62.0,900000.0,6000.0,62.0,29.0,46.0,60.0
M. Dilmurat,24.0,62.0,550000.0,2000.0,81.0,50.0,52.0,52.0
J. Mellish,24.0,62.0,475000.0,2000.0,61.0,59.0,58.0,60.0
S. Straudi,23.0,62.0,850000.0,2000.0,70.0,51.0,58.0,56.0
P. Bjur,22.0,62.0,775000.0,2000.0,82.0,52.0,58.0,55.0
D. Leyva,19.0,62.0,900000.0,750.0,64.0,58.0,58.0,56.0
N. Guinness-Walker,22.0,62.0,775000.0,3000.0,83.0,31.0,53.0,56.0
A. Antunes,21.0,62.0,900000.0,3000.0,70.0,57.0,55.0,33.0
B. Jackson,21.0,62.0,850000.0,2000.0,79.0,35.0,49.0,59.0
J. Plautz,23.0,62.0,550000.0,500.0,74.0,48.0,55.0,56.0
L. Watson,20.0,62.0,875000.0,5000.0,66.0,49.0,60.0,41.0
R. Sotiriou,21.0,62.0,900000.0,2000.0,82.0,59.0,52.0,19.0
D. Phillips,21.0,62.0,925000.0,1000.0,76.0,49.0,55.0,58.0
A. Mboko,24.0,62.0,525000.0,2000.0,80.0,33.0,53.0,59.0
F. Alves,22.0,62.0,825000.0,2000.0,47.0,30.0,40.0,62.0
Rafa Tresaco,21.0,62.0,900000.0,2000.0,72.0,62.0,44.0,18.0
M. Zylla,22.0,62.0,900000.0,2000.0,74.0,55.0,55.0,38.0
J. Lewis,22.0,62.0,550000.0,2000.0,67.0,39.0,43.0,60.0
A. Mihaiu,23.0,62.0,600000.0,1000.0,74.0,55.0,56.0,21.0
K. KoÅ›cielny,30.0,62.0,325000.0,800.0,55.0,23.0,33.0,62.0
J. Longridge,27.0,62.0,375000.0,1000.0,60.0,33.0,52.0,59.0
T. Grivosti,23.0,62.0,825000.0,600.0,62.0,35.0,42.0,61.0
L. Dehl,20.0,62.0,875000.0,4000.0,61.0,56.0,59.0,46.0
A. Randell,21.0,62.0,900000.0,2000.0,73.0,54.0,61.0,56.0
L. Kwadwo,25.0,62.0,475000.0,2000.0,75.0,30.0,52.0,58.0
J. Richardson,21.0,62.0,850000.0,1000.0,86.0,40.0,48.0,55.0
T. Taylor,21.0,62.0,850000.0,950.0,63.0,48.0,57.0,60.0
D. Steczyk,23.0,62.0,625000.0,1000.0,71.0,60.0,56.0,24.0
N. Tarnat,24.0,62.0,550000.0,1000.0,65.0,53.0,59.0,59.0
A. Al Safri,29.0,62.0,350000.0,5000.0,60.0,36.0,57.0,56.0
A. Casar,21.0,62.0,900000.0,900.0,55.0,53.0,60.0,57.0
N. Andermatt,26.0,62.0,475000.0,550.0,55.0,55.0,59.0,57.0
R. Moldoveanu,23.0,62.0,575000.0,2000.0,78.0,59.0,58.0,18.0
B. Fink,19.0,62.0,1000000.0,2000.0,71.0,59.0,44.0,29.0
R. Ispas,21.0,62.0,850000.0,2000.0,77.0,26.0,48.0,57.0
J. Donkor,23.0,62.0,800000.0,1000.0,85.0,54.0,51.0,26.0
T. Tushi,21.0,62.0,900000.0,3000.0,74.0,60.0,51.0,21.0
S. Ramos Mingo,20.0,62.0,825000.0,2000.0,52.0,34.0,47.0,63.0
D. SzelÄ…gowski,19.0,62.0,875000.0,2000.0,81.0,55.0,54.0,18.0
A. Keita,20.0,62.0,875000.0,2000.0,74.0,51.0,61.0,38.0
W. Bapaga,19.0,62.0,950000.0,3000.0,82.0,54.0,50.0,26.0
Kevin Carlos,21.0,62.0,975000.0,2000.0,58.0,63.0,49.0,27.0
M. Al Dawsari,22.0,62.0,850000.0,3000.0,78.0,33.0,52.0,55.0
K. SmoliÅ„ski,21.0,62.0,975000.0,1000.0,64.0,52.0,60.0,58.0
L. Mercan,21.0,62.0,975000.0,3000.0,65.0,62.0,63.0,49.0
R. Adebisi,21.0,62.0,775000.0,2000.0,76.0,37.0,53.0,56.0
Ã‡. KurukalÄ±p,20.0,62.0,925000.0,7000.0,78.0,33.0,51.0,56.0
S. Sanna,23.0,62.0,875000.0,3000.0,70.0,52.0,62.0,62.0
K. Trewin,21.0,62.0,750000.0,800.0,73.0,26.0,49.0,61.0
S. Ivanov,23.0,62.0,900000.0,2000.0,79.0,60.0,51.0,17.0
L. Francillette,23.0,62.0,750000.0,2000.0,69.0,38.0,42.0,59.0
A. Sher,19.0,62.0,950000.0,2000.0,64.0,44.0,58.0,50.0
J. BergstrÃ¶m,27.0,62.0,475000.0,900.0,68.0,60.0,44.0,37.0
F. Hernandez,24.0,62.0,800000.0,1000.0,69.0,58.0,59.0,53.0
I. SoumarÃ©,21.0,62.0,900000.0,1000.0,82.0,63.0,50.0,18.0
G. PÃ©rez,22.0,62.0,900000.0,500.0,58.0,58.0,59.0,53.0
N. Markelo,23.0,62.0,850000.0,1000.0,61.0,43.0,54.0,60.0
M. Papela,21.0,62.0,975000.0,4000.0,66.0,53.0,59.0,56.0
J. Cain,20.0,62.0,875000.0,11000.0,64.0,57.0,60.0,58.0
V. Melgar,34.0,62.0,140000.0,500.0,57.0,52.0,55.0,61.0
A. Okoflex,20.0,62.0,950000.0,8000.0,78.0,59.0,52.0,26.0
R. Alves,20.0,62.0,950000.0,2000.0,70.0,44.0,59.0,48.0
J. De Santis,20.0,62.0,875000.0,2000.0,62.0,62.0,42.0,33.0
C. Winther,19.0,62.0,1000000.0,1000.0,63.0,51.0,59.0,53.0
G. Vallecilla,23.0,62.0,825000.0,1000.0,63.0,32.0,34.0,62.0
Nabil Touaizi,21.0,62.0,900000.0,3000.0,75.0,60.0,57.0,30.0
D. Rivera,19.0,62.0,950000.0,900.0,76.0,54.0,52.0,24.0
Esquerdo,23.0,62.0,625000.0,5000.0,64.0,53.0,64.0,48.0
T. Carlsson,26.0,62.0,450000.0,1000.0,54.0,26.0,45.0,62.0
I. Elmkies,22.0,62.0,850000.0,5000.0,59.0,48.0,61.0,56.0
L. Shaw,21.0,62.0,975000.0,7000.0,68.0,57.0,58.0,55.0
V. Gustafson,27.0,62.0,450000.0,750.0,64.0,45.0,54.0,58.0
G. Coelho,22.0,62.0,600000.0,900.0,70.0,39.0,49.0,59.0
J. BenÃ­tez,21.0,62.0,900000.0,500.0,74.0,48.0,57.0,26.0
S. Fretes,23.0,62.0,875000.0,500.0,76.0,53.0,54.0,44.0
J. ArgÃ¼ello,30.0,62.0,375000.0,500.0,76.0,48.0,60.0,34.0
I. Vassilev,21.0,62.0,900000.0,9000.0,73.0,61.0,55.0,32.0
Kang Hyun Muk,21.0,62.0,975000.0,900.0,70.0,51.0,61.0,42.0
M. Palomino,21.0,62.0,975000.0,1000.0,60.0,52.0,58.0,33.0
M. Pinto,23.0,62.0,525000.0,2000.0,76.0,60.0,47.0,23.0
P. Sejdiu,22.0,62.0,900000.0,2000.0,74.0,58.0,55.0,29.0
A. Odoh,21.0,62.0,800000.0,2000.0,88.0,53.0,53.0,48.0
M. El Ghezouani,24.0,62.0,800000.0,4000.0,51.0,63.0,51.0,23.0
B. Anunga,25.0,62.0,525000.0,1000.0,61.0,40.0,58.0,56.0
S. Berhalter,21.0,62.0,850000.0,1000.0,68.0,43.0,59.0,57.0
K. Slor,20.0,62.0,875000.0,1000.0,74.0,54.0,55.0,29.0
D. Ovando,20.0,62.0,950000.0,500.0,78.0,53.0,58.0,23.0
B. Duke,21.0,62.0,975000.0,1000.0,64.0,53.0,61.0,44.0
I. MesÃ­k,21.0,62.0,825000.0,2000.0,61.0,41.0,59.0,60.0
A. Kralj,24.0,62.0,500000.0,650.0,70.0,34.0,48.0,58.0
A. Johansson,26.0,62.0,475000.0,900.0,71.0,58.0,55.0,49.0
E. Mina,31.0,62.0,325000.0,500.0,72.0,60.0,53.0,18.0
J. van Kaam,20.0,62.0,825000.0,1000.0,75.0,56.0,55.0,57.0
Corral,24.0,62.0,550000.0,800.0,69.0,25.0,45.0,59.0
K. DÃ­az,20.0,62.0,875000.0,500.0,75.0,57.0,56.0,24.0
N. Gorzel,23.0,62.0,575000.0,850.0,68.0,46.0,60.0,57.0
L. Abanda,22.0,62.0,775000.0,2000.0,83.0,28.0,50.0,54.0
A. Baldursson,20.0,62.0,900000.0,4000.0,60.0,49.0,59.0,60.0
D. Guillen,21.0,62.0,900000.0,500.0,65.0,60.0,55.0,58.0
P. HasenhÃ¼ttl,25.0,62.0,600000.0,2000.0,66.0,62.0,46.0,23.0
S. Sno,26.0,62.0,475000.0,2000.0,78.0,50.0,53.0,57.0
M. Sande,24.0,62.0,800000.0,850.0,73.0,51.0,56.0,47.0
C. Harper,20.0,62.0,950000.0,1000.0,86.0,57.0,50.0,33.0
J. Moon,21.0,62.0,825000.0,2000.0,62.0,26.0,37.0,62.0
J. Dorsett,20.0,62.0,900000.0,2000.0,71.0,26.0,45.0,61.0
L. Gibbs,19.0,62.0,950000.0,4000.0,67.0,51.0,60.0,55.0
F. Pemi Moumbagna,22.0,62.0,900000.0,900.0,85.0,58.0,49.0,25.0
D. Bansais,28.0,62.0,350000.0,1000.0,73.0,29.0,51.0,57.0
L. AppÃ©rÃ©,23.0,62.0,550000.0,4000.0,73.0,60.0,58.0,40.0
Lee Jin Yong,21.0,62.0,975000.0,1000.0,60.0,45.0,54.0,61.0
R. Tihi,20.0,62.0,900000.0,1000.0,64.0,32.0,47.0,60.0
C. Widell,19.0,62.0,875000.0,500.0,53.0,26.0,50.0,61.0
A. Mahmoud,22.0,62.0,900000.0,2000.0,59.0,51.0,53.0,61.0
A. ÅžimÅŸir,20.0,62.0,950000.0,4000.0,77.0,57.0,55.0,36.0
J. Atencio,20.0,62.0,825000.0,1000.0,59.0,37.0,50.0,63.0
M. Kreuzriegler,28.0,62.0,400000.0,1000.0,59.0,28.0,44.0,62.0
M. Di Giusto,21.0,62.0,900000.0,1000.0,78.0,62.0,55.0,20.0
P. Bonilla,22.0,62.0,600000.0,1000.0,84.0,47.0,59.0,52.0
M. Picouleau,22.0,62.0,900000.0,1000.0,65.0,51.0,63.0,53.0
MartÃ­n,22.0,62.0,900000.0,2000.0,63.0,56.0,65.0,54.0
O. Vilhelmsson,18.0,62.0,925000.0,2000.0,70.0,61.0,41.0,29.0
L. Markmanrud,21.0,62.0,850000.0,600.0,68.0,36.0,47.0,59.0
Manu Garrido,21.0,62.0,900000.0,2000.0,59.0,62.0,54.0,20.0
J. Wieckhoff,21.0,62.0,850000.0,2000.0,75.0,44.0,55.0,56.0
D. È˜erbÄƒnicÄƒ,26.0,62.0,475000.0,1000.0,67.0,36.0,53.0,60.0
A. Panait,33.0,62.0,200000.0,1000.0,54.0,44.0,54.0,60.0
I. NÄƒstÄƒsie,30.0,62.0,375000.0,1000.0,54.0,58.0,63.0,32.0
I. RÄƒdescu,27.0,62.0,425000.0,1000.0,70.0,59.0,59.0,52.0
M. Brescianini,22.0,62.0,850000.0,7000.0,58.0,44.0,58.0,55.0
V. BuhÄƒcianu,28.0,62.0,400000.0,2000.0,69.0,63.0,54.0,22.0
F. Ilie,30.0,62.0,325000.0,1000.0,61.0,35.0,43.0,61.0
W. Burrell,32.0,62.0,250000.0,2000.0,69.0,38.0,52.0,59.0
E. Chislett,23.0,62.0,800000.0,2000.0,74.0,58.0,59.0,52.0
Y. MÃ¶ker,22.0,62.0,850000.0,500.0,74.0,52.0,55.0,59.0
J. CÃ¡ceres,19.0,62.0,950000.0,500.0,72.0,60.0,54.0,23.0
B. Arrey-Mbi,19.0,62.0,1100000.0,4000.0,68.0,29.0,46.0,60.0
A. GÃ¼lay,19.0,62.0,900000.0,4000.0,66.0,41.0,55.0,58.0
Ibra PÃ©rez,20.0,62.0,1000000.0,1000.0,68.0,49.0,61.0,55.0
L. Stellwagen,23.0,62.0,600000.0,500.0,82.0,39.0,49.0,56.0
S. Elisor,22.0,62.0,900000.0,3000.0,71.0,61.0,53.0,32.0
L. Hoole,20.0,62.0,825000.0,1000.0,76.0,32.0,54.0,57.0
O. Edwards,21.0,62.0,900000.0,5000.0,84.0,53.0,53.0,32.0
Salinas,21.0,62.0,850000.0,2000.0,56.0,36.0,50.0,61.0
B. Balogh,20.0,62.0,900000.0,700.0,59.0,30.0,36.0,64.0
H. Ashby,20.0,62.0,925000.0,7000.0,78.0,41.0,51.0,55.0
S. Damiani,24.0,62.0,825000.0,800.0,64.0,48.0,61.0,57.0
J. GutiÃ©rrez,20.0,62.0,975000.0,500.0,71.0,61.0,62.0,40.0
C. Staring,21.0,62.0,825000.0,2000.0,65.0,43.0,54.0,61.0
C. TÃ¼rkmen,20.0,62.0,825000.0,2000.0,58.0,43.0,58.0,57.0
H. Roberts,20.0,62.0,900000.0,7000.0,72.0,46.0,59.0,61.0
O. Romeny,22.0,62.0,650000.0,2000.0,68.0,64.0,55.0,29.0
A. Sieb,19.0,62.0,950000.0,1000.0,78.0,59.0,51.0,21.0
I. Gariglio,24.0,62.0,750000.0,2000.0,51.0,31.0,39.0,65.0
Unai Dufur,23.0,62.0,825000.0,4000.0,63.0,27.0,40.0,64.0
F. de Jong,19.0,62.0,950000.0,1000.0,66.0,51.0,61.0,49.0
Sergi GarcÃ­a,23.0,62.0,875000.0,2000.0,56.0,57.0,63.0,52.0
Marcos Trabanco,21.0,62.0,900000.0,1000.0,79.0,55.0,57.0,35.0
D. VerÃ³n,21.0,62.0,900000.0,2000.0,66.0,53.0,58.0,53.0
David RodrÃ­guez,22.0,62.0,850000.0,2000.0,74.0,48.0,52.0,60.0
J. Villamil,29.0,62.0,350000.0,500.0,75.0,25.0,52.0,55.0
J. Chura,20.0,62.0,950000.0,500.0,74.0,57.0,50.0,23.0
Antonio Sola,21.0,62.0,850000.0,1000.0,64.0,37.0,49.0,61.0
Javi HernÃ¡ndez,21.0,62.0,825000.0,1000.0,59.0,30.0,41.0,62.0
M. Bruns,19.0,62.0,800000.0,1000.0,63.0,43.0,59.0,59.0
M. Stamenic,20.0,62.0,950000.0,3000.0,69.0,53.0,62.0,58.0
F. Tripi,20.0,62.0,900000.0,6000.0,60.0,29.0,53.0,64.0
F. Stevens,19.0,62.0,900000.0,4000.0,63.0,44.0,58.0,57.0
T. Aquilina,21.0,62.0,850000.0,500.0,83.0,22.0,49.0,54.0
G. Granath,25.0,62.0,500000.0,700.0,63.0,27.0,51.0,61.0
A. CarlÃ©n,22.0,62.0,900000.0,700.0,68.0,43.0,56.0,61.0
John Donald,21.0,62.0,825000.0,2000.0,48.0,43.0,55.0,63.0
C. Schiavone,21.0,62.0,900000.0,500.0,68.0,61.0,60.0,29.0
C. CÃ®rjan,19.0,62.0,1000000.0,7000.0,63.0,54.0,65.0,44.0
J. Virreira,25.0,62.0,725000.0,500.0,62.0,24.0,39.0,62.0
Mamadi CamarÃ¡,18.0,62.0,925000.0,1000.0,78.0,51.0,59.0,41.0
K. Gordon,17.0,62.0,1200000.0,3000.0,72.0,57.0,54.0,25.0
S. van Ottele,20.0,62.0,825000.0,1000.0,50.0,32.0,46.0,63.0
P. Aaronson,18.0,62.0,925000.0,550.0,77.0,54.0,60.0,37.0
B. Caicedo,21.0,62.0,825000.0,500.0,58.0,26.0,46.0,61.0
L. Besozzi,19.0,62.0,950000.0,2000.0,66.0,59.0,58.0,27.0
C. Bukta,20.0,62.0,875000.0,2000.0,84.0,53.0,54.0,41.0
S. Owusu,26.0,62.0,525000.0,1000.0,76.0,39.0,47.0,60.0
B. Elmaz,19.0,62.0,975000.0,3000.0,63.0,51.0,62.0,57.0
B. Traore,19.0,62.0,850000.0,950.0,79.0,53.0,52.0,29.0
F. Mitrea,28.0,62.0,350000.0,1000.0,73.0,34.0,52.0,58.0
M. Doumbouya,24.0,62.0,625000.0,2000.0,71.0,61.0,47.0,19.0
W. Carmona,19.0,62.0,1000000.0,900.0,80.0,57.0,57.0,39.0
P. Farquharson,25.0,62.0,475000.0,3000.0,71.0,32.0,39.0,60.0
RubÃ©n de TomÃ¡s,21.0,62.0,900000.0,3000.0,64.0,63.0,60.0,30.0
N. Ruiz,30.0,62.0,325000.0,500.0,54.0,25.0,44.0,64.0
