short_name,player_positions,overall,potential,value_eur,wage_eur,nationality_name,preferred_foot,pace,shooting,passing,defending
A. Hountondji,"LM, RM",62,77,950000,900,France,Right,71,58,54,19
P. Yazbek,"CDM, CM",62,75,900000,1000,Australia,Right,62,47,58,60
M. Sankoh,ST,62,81,1000000,2000,Netherlands,Right,74,62,48,22
F. Ovelar,"RM, RW, LW",62,75,925000,500,Paraguay,Left,71,58,58,48
B. Ezeh,"LB, LM",62,74,950000,1000,Germany,Left,71,33,49,59
M. Abbas,CM,62,76,950000,500,United Arab Emirates,Right,66,45,60,54
E. Edh,"RWB, LWB",62,76,900000,550,Norway,Right,80,48,55,56
S. Raebiger,"CM, CAM",62,84,1200000,500,Germany,Right,68,52,65,55
Guilherme Soares,CB,62,72,825000,2000,Portugal,Right,54,29,42,63
J. van der Meer,CB,62,73,825000,1000,Haiti,Right,56,24,35,64
F. Balaj,ST,62,66,575000,2000,Slovakia,Right,61,60,45,44
Chanza,GK,62,70,775000,950,Spain,Right,0,0,0,0
Iker Piedra,GK,62,77,850000,2000,Spain,Right,0,0,0,0
J. Braut-Brunes,ST,62,72,900000,850,Norway,Left,72,60,53,42
Diego Guti,"CDM, CM",62,73,850000,1000,Spain,Right,60,44,56,61
D. Ispas,CB,62,63,375000,1000,Romania,Right,59,28,37,59
Orozco,"RB, CB",62,67,550000,950,Equatorial Guinea,Right,76,34,44,60
S. Berger,"CAM, CM, RW",62,75,950000,1000,Denmark,Right,72,52,58,49
L. MikiÄ‡,"LM, ST, CF",62,65,525000,2000,Croatia,Right,74,61,53,27
M. Hippe,CB,62,68,575000,2000,Germany,Right,64,24,35,62
S. Aigner,"CDM, CM",62,72,850000,2000,Austria,Right,65,42,56,57
C. Kammerknecht,CB,62,69,750000,1000,Germany,Right,57,23,44,62
L. Herrmann,"CM, CAM",62,70,875000,2000,Germany,Right,66,52,68,49
A. Iacob,CB,62,62,190000,1000,Romania,Right,50,35,41,61
J. Niehues,"CDM, CB",62,70,850000,2000,Germany,Right,55,53,52,61
L. Prokop,"LWB, LB",62,69,750000,2000,Austria,Left,71,38,53,55
J. N'Guessan,"CM, CF",62,72,850000,4000,CÃ´te d'Ivoire,Right,70,54,63,59
C. Ezekwem,CB,62,68,575000,500,Germany,Right,55,27,40,63
Fabio Blanco,RW,62,82,1100000,8000,Spain,Right,73,56,55,28
J. Fedl,"CB, RB, CDM",62,69,750000,550,Germany,Right,60,26,39,63
M. Bastian,LB,62,76,950000,3000,France,Left,71,34,49,58
J. Salmon,"CDM, CM",62,69,750000,650,Liberia,Right,66,43,55,57
M. Senaya,"RB, LB",62,76,950000,3000,France,Right,68,37,50,62
F. AgÃ¼ero,CB,62,65,450000,2000,Argentina,Right,55,23,29,62
Sergio DÃ­az,GK,62,69,675000,1000,Spain,Right,0,0,0,0
S. Al Shamsi,LM,62,63,475000,500,United Arab Emirates,Right,74,62,57,29
E. Nevitt,ST,62,64,500000,3000,England,Right,73,59,46,27
E. Bitshiabu,CB,62,80,925000,500,France,Left,39,36,54,60
A. Trubeha,"ST, CF",62,65,550000,2000,Poland,Right,59,62,42,19
D. Antyukh,LM,62,65,550000,500,Ukraine,Left,70,56,61,44
Z. Sertdemir,"CM, CAM",62,83,1200000,1000,Denmark,Left,69,54,62,47
S. Hong,ST,62,70,875000,900,Korea Republic,Right,67,58,48,23
T. Kofler,"LB, LWB, LM",62,66,525000,1000,Austria,Left,70,34,49,58
J. Kizzi,RB,62,62,350000,2000,England,Right,68,51,56,57
N. Bischof,"ST, LM",62,74,950000,2000,Austria,Left,77,60,48,22
J. BotuÃ©,ST,62,74,950000,2000,Burkina Faso,Left,71,61,50,21
C. Riedel,CB,62,75,875000,950,Germany,Right,55,25,38,65
M. Peart-Harris,"CAM, CM",62,75,950000,5000,England,Right,63,63,62,39
R. Lavia,CDM,62,83,1200000,2000,Belgium,Right,56,41,52,62
M. Alfarela,"ST, RM",62,67,600000,1000,France,Right,72,62,55,25
H. Lawrence,"RWB, LWB",62,73,825000,2000,England,Right,74,44,52,57
M. Wasinski,CB,62,77,875000,750,Belgium,Right,67,27,45,61
D. Jacovic,"CDM, CM, RB",62,72,850000,1000,Switzerland,Right,58,45,56,59
T. Bischof,CAM,62,83,1200000,750,Germany,Left,63,51,62,41
K. Sezonienko,"LM, ST, RM",62,77,950000,1000,Poland,Right,75,58,55,27
N. Pennington,"CM, CDM",62,68,625000,900,Australia,Right,58,51,58,60
J. Tomlinson,"LWB, LB",62,70,850000,2000,England,Left,74,47,56,56
M. HÃ¸yland,"CDM, CM",62,65,475000,950,Norway,Right,53,45,54,59
J. Campbell,"CM, CAM",62,66,575000,2000,Scotland,Right,71,58,61,60
J. Mendes,RB,62,78,1000000,800,Sweden,Right,85,36,52,51
M. Kukharevych,ST,62,70,900000,3000,Ukraine,Right,59,63,44,23
S. Edozie,LW,62,82,1100000,6000,England,Right,74,55,55,28
Alan Godoy,"ST, LM",62,75,950000,2000,Spain,Right,74,61,48,31
A. Akurugu,LB,62,74,925000,3000,Ghana,Left,73,29,46,58
L. Everink,RB,62,73,850000,2000,Netherlands,Right,72,31,47,59
O. Gene,RWB,62,82,1100000,700,France,Right,66,46,57,58
Pablo Valencia,GK,62,71,775000,2000,Spain,Right,0,0,0,0
Carmona,"RB, CB",62,74,925000,3000,Spain,Right,63,46,47,61
IvÃ¡n Romero,"ST, RW, LW",62,73,900000,4000,Spain,Right,65,60,46,22
Juanlu SÃ¡nchez,"RM, RB, LM",62,75,925000,2000,Spain,Right,55,60,56,47
Yayo,CM,62,74,900000,500,Spain,Right,62,56,59,57
N. Kruth,GK,62,69,650000,750,Germany,Right,0,0,0,0
Diego LÃ³pez,"ST, LM",62,76,975000,5000,Spain,Right,73,61,54,34
David Cuenca,"LB, CB",62,75,925000,3000,Spain,Left,76,42,52,57
H. Camara,CB,62,79,975000,1000,France,Left,53,32,48,60
S. Ahmed,"LM, LB, RM",62,62,400000,500,United Arab Emirates,Left,73,49,57,57
B. GutiÃ©rrez,RB,62,75,925000,950,Chile,Right,70,28,51,55
A. Aguilar,CB,62,70,825000,500,Paraguay,Left,55,26,40,62
C. Zafeiris,CM,62,76,950000,550,Norway,Right,76,53,61,52
J. McAtee,CAM,62,80,1000000,10000,England,Left,59,60,58,40
A. Bencze,GK,62,79,925000,950,Hungary,Right,0,0,0,0
B. D'Altoe,ST,62,69,800000,500,Uruguay,Right,66,64,49,27
L. Morgalla,"CB, RB",62,81,925000,500,Germany,Right,70,37,45,62
M. Sponsel,RB,62,75,925000,3000,Germany,Right,64,43,56,60
K. Zedadka,"LB, LW",62,68,600000,6000,France,Right,74,53,58,57
A. Mbengue,"CB, CDM",62,76,900000,2000,Senegal,Right,63,31,39,66
Guille Bueno,LM,62,74,950000,550,Spain,Left,78,30,54,48
Rodrigo Valente,"CAM, CM, RM",62,71,900000,1000,Portugal,Right,68,60,58,41
M. Ã‡uni,ST,62,72,875000,1000,Albania,Right,59,63,51,20
M. DivkoviÄ‡,ST,62,68,625000,3000,Croatia,Left,80,60,52,20
Jonatas Santos,"RM, CAM",62,74,950000,500,Brazil,Right,81,60,51,26
Y. MartÃ­nez,"CM, LM",62,75,950000,500,Bolivia,Left,76,59,60,54
M. GarcÃ­a,"CDM, CM",62,69,750000,2000,Argentina,Right,53,46,57,59
Slavy,ST,62,74,975000,3000,Spain,Left,67,62,53,28
S. Bonnah,"RWB, LWB, RM",62,78,975000,600,Netherlands,Right,64,35,50,57
Tovar,ST,62,71,900000,5000,Spain,Right,60,60,46,21
A. Madi,"CM, CAM",62,74,950000,2000,Netherlands,Right,69,53,62,52
A. Benarous,"CAM, LM, CM",62,76,925000,2000,England,Left,72,49,58,38
Moresche,ST,62,65,550000,650,Brazil,Right,60,63,53,32
M. Moormann,"CB, LB",62,71,825000,3000,Austria,Left,59,33,38,61
B. Ince,CAM,62,81,1000000,1000,Turkey,Left,75,50,54,30
J. James,"CM, CAM",62,80,1000000,800,Wales,Right,64,49,56,64
Unai Marrero,GK,62,75,850000,2000,Spain,Right,0,0,0,0
Ãlvaro SantamarÃ­a,ST,62,74,975000,2000,Spain,Right,62,64,51,24
H. Lezcano,CM,62,63,500000,500,Paraguay,Right,61,56,62,43
L. Calodat,LB,62,74,925000,1000,France,Left,76,53,56,55
L. Becerra,"RB, CB",62,69,750000,500,Ecuador,Right,71,50,55,59
C. GarcÃ­a,"LB, LM",62,72,825000,500,Ecuador,Left,68,55,56,58
Y. Diaby,RM,62,68,650000,3000,France,Right,81,53,57,32
J. PÃ©rez,"RM, RW, LM",62,62,375000,500,Venezuela,Right,70,54,60,50
Z. Buurmeester,"CM, CDM",62,78,1000000,2000,Netherlands,Right,67,56,60,58
M. SuÃ¡rez,CB,62,72,825000,500,Bolivia,Right,59,36,48,62
Jordi Pola,CB,62,73,825000,2000,Spain,Right,53,32,36,63
Z. Iqbal,"CM, CAM",62,80,1000000,9000,Iraq,Right,67,57,60,49
C. Vindehall,CM,62,64,500000,850,Sweden,Right,65,43,59,55
Lucas Laso,CB,62,75,875000,950,Spain,Right,60,32,50,62
A. Hoskonen,"CB, RB",62,69,725000,500,Finland,Right,60,36,46,62
J. Tomkinson,CB,62,74,900000,5000,United States,Right,64,31,40,62
Estanis,"RW, LW",62,79,1000000,8000,Spain,Right,72,62,53,24
T. Wichne,RWB,62,66,525000,850,Norway,Right,78,36,52,55
L. Stankovski,CAM,62,75,950000,2000,North Macedonia,Right,54,53,62,39
T. Gutierrez,CB,62,72,825000,2000,Colombia,Left,60,35,52,61
B. Garrido,"CDM, CM",62,70,825000,750,Chile,Right,63,41,57,59
Netinho,"RB, RM",62,62,350000,800,Brazil,Right,71,43,56,55
L. Petrasso,"LB, LM",62,70,850000,1000,Canada,Left,74,42,59,55
T. Ãšlfarsson,"ST, LW, LM",62,72,900000,1000,Iceland,Right,70,62,57,20
E. Ongaro,ST,62,67,600000,2000,Canada,Left,63,60,41,20
J. Lavega,"LM, LW",62,77,900000,500,Uruguay,Left,74,58,58,25
Javi Guerra,CM,62,79,1000000,3000,Spain,Right,59,54,63,53
M. Baur,"RM, CAM",62,76,900000,500,Germany,Right,66,53,58,42
D. Mosquera,ST,62,69,825000,650,Colombia,Right,55,66,51,27
D. VukojeviÄ‡,"ST, LW",62,63,475000,900,Sweden,Right,81,61,54,20
J. Poiso,"RB, RWB",62,79,975000,500,Uruguay,Right,67,48,53,54
J. Romero,ST,62,74,925000,1000,Argentina,Right,76,61,56,34
K. FernÃ¡ndez,"LM, LW",62,69,800000,500,Paraguay,Left,71,63,59,21
L. Loor,"LB, LW, LM",62,69,775000,500,Ecuador,Left,80,56,58,56
M. Angulo,"CM, CDM",62,75,950000,500,Ecuador,Right,58,50,61,58
Bruno Marques,ST,62,71,900000,1000,Brazil,Left,48,62,44,27
M. BjÃ¸rlo,CM,62,65,525000,950,Norway,Right,61,54,62,59
J. De Los Santos,"ST, RM",62,78,1000000,500,Uruguay,Left,70,60,43,34
D. Seck,"RW, CF, LW",62,77,975000,6000,Senegal,Left,69,62,55,30
J. Olaitan Ishola,"CAM, CM",62,72,875000,1000,Benin,Right,78,58,59,52
D. Bueno,CB,62,70,825000,500,Colombia,Right,53,30,53,61
E. Velasquez,"CB, RB",62,68,575000,500,Bolivia,Right,55,28,45,62
T. Ismaheel,"LW, RW",62,74,975000,3000,Nigeria,Right,82,58,50,24
J. GonzÃ¡lez,GK,62,62,275000,500,Uruguay,Right,0,0,0,0
F. DÃ­az,CM,62,72,900000,2000,Argentina,Right,67,50,62,49
K. Onsrud,CM,62,62,425000,950,Norway,Left,53,56,57,56
A. Sosa,ST,62,75,975000,2000,Argentina,Right,72,64,44,21
R. Sanchez,"RW, LW, CF",62,80,1000000,500,Uruguay,Right,75,59,57,36
J. Perales,ST,62,70,900000,2000,Argentina,Right,67,64,52,19
K. Thompson,"RB, RM",62,74,900000,750,Canada,Right,78,50,52,59
M. Luciano,LB,62,77,875000,750,Argentina,Left,80,32,51,57
Ã“. Noriega,RM,62,62,250000,500,Venezuela,Right,71,62,59,50
M. Ruiz,CM,62,73,825000,500,Venezuela,Right,62,60,61,58
R. Gareca,RM,62,71,875000,500,Bolivia,Right,71,54,58,49
F. Etim,ST,62,77,975000,1000,Nigeria,Right,56,65,44,26
M. Dekker,"CB, LB",62,77,875000,550,Netherlands,Left,63,35,50,62
Ã“. Pinto,"LW, LM",62,70,875000,500,Peru,Left,69,60,58,39
M. Mieles,"CAM, LM, RM",62,69,800000,500,Ecuador,Left,71,60,61,55
Ã“. Segura,RM,62,77,950000,500,Colombia,Right,72,45,57,52
D. Bobadilla,"CM, CDM",62,69,775000,500,Paraguay,Right,64,57,57,62
B. Mansilla,"LM, LW",62,73,875000,500,Uruguay,Left,72,60,56,46
A. Iliev,"ST, LW",62,63,475000,1000,Bulgaria,Right,67,62,47,19
K. Lamadrid,"LB, LWB",62,76,875000,500,Venezuela,Left,68,55,59,60
E. Britez,LB,62,69,775000,500,Paraguay,Left,70,48,56,58
H. Ayala,GK,62,63,350000,500,Bolivia,Right,0,0,0,0
Ãlvaro Roncal,"RB, RM",62,70,850000,1000,Spain,Right,60,34,48,62
A. Gabrielloni,ST,62,62,425000,850,Italy,Right,71,62,46,25
B. Aguilar,"CB, RB",62,76,875000,1000,Argentina,Right,54,32,45,64
R. Odogwu,ST,62,62,325000,850,Italy,Left,62,63,44,22
A. Vallocchia,CM,62,64,500000,650,Italy,Left,69,48,59,57
Mario Gila,CB,62,73,825000,5000,Spain,Right,64,38,52,62
T. Springett,"RM, LM",62,77,950000,4000,Republic of Ireland,Left,79,61,56,30
E. Duca,"CAM, CM",62,67,575000,800,Italy,Right,67,53,58,42
M. Piacentini,CB,62,69,750000,650,Italy,Right,62,30,34,64
N. Musampa,CB,62,72,825000,1000,Netherlands,Left,70,28,48,62
Altimira,"RB, RM",62,72,850000,1000,Spain,Right,59,26,47,61
D. James,LB,62,70,850000,1000,Netherlands,Left,75,29,50,60
B. Plat,"CB, RB",62,69,750000,1000,Netherlands,Right,56,27,46,61
C. Twigt,CM,62,69,775000,950,Netherlands,Right,60,47,60,59
R. Duterte,LB,62,62,350000,1000,France,Left,60,40,58,58
R. Ferhaoui,CM,62,67,575000,1000,France,Right,63,56,63,56
S. da Silva,ST,62,62,325000,1000,France,Right,51,63,41,21
M. Neubauer,LB,62,63,425000,550,Germany,Left,65,32,54,58
R. Fellhauer,RB,62,66,525000,500,Germany,Right,74,43,58,53
M. Feil,RM,62,62,425000,600,Germany,Right,82,57,56,29
J. RÃ­os Alonso,CB,62,69,750000,850,Germany,Right,68,36,51,61
M. Bratu,"RW, RM",62,74,950000,1000,Romania,Left,80,61,61,28
V. Vermeulen,RM,62,72,875000,750,Netherlands,Right,73,49,60,30
N. Tjoe-A-On,LB,62,71,825000,1000,Netherlands,Left,71,38,50,57
N. Casasola,CDM,62,73,850000,2000,Argentina,Left,64,41,57,61
Leung Nokhang,CB,62,63,400000,2000,Hong Kong,Right,53,27,38,61
G. Lekaj,CB,62,62,250000,2000,Kosovo,Right,34,37,46,62
M. Portillo,CM,62,68,625000,2000,Argentina,Right,72,59,57,53
Fran Ãlvarez,"CAM, CM, RM",62,68,625000,2000,Spain,Right,59,58,62,39
Iker Ãlvarez,GK,62,74,850000,2000,Andorra,Right,0,0,0,0
K. Doukoure,"CM, CDM",62,70,875000,2000,CÃ´te d'Ivoire,Right,72,59,59,62
K. Farade,ST,62,63,475000,1000,France,Right,70,60,41,29
K. Salazar,CDM,62,69,750000,700,Colombia,Right,69,47,52,60
M. Feliks,"ST, LM",62,69,800000,1000,Poland,Right,76,61,51,24
P. Aning,"LB, LM",62,82,1100000,500,Netherlands,Left,83,37,54,51
M. Inainfe,"CB, RB",62,73,800000,1000,Nigeria,Right,71,30,30,64
M. SarÄ±kaya,"CM, CAM",62,67,600000,2000,Turkey,Right,61,66,63,51
B. Pudel,CB,62,71,825000,650,Germany,Left,58,31,50,61
U. Ortegoza,"CAM, CM",62,66,550000,3000,Argentina,Right,63,57,63,43
N. Miroshi Dismas,"CDM, CM",62,75,900000,1000,Tanzania,Left,71,38,54,59
S. NÃºÃ±ez,CB,62,70,825000,2000,Argentina,Right,62,28,43,62
G. PiÃ±eiro,"CM, CAM",62,71,900000,2000,Argentina,Right,63,55,65,48
T. Kastanaras,ST,62,78,1000000,3000,Germany,Right,58,64,51,22
D. Elfadli,"CDM, CB",62,67,525000,2000,Germany,Right,66,49,57,63
B. Halbouni,CB,62,72,825000,2000,Canada,Right,61,45,47,61
T. Stappmann,"CB, RB",62,70,825000,2000,Germany,Right,55,36,41,61
M. Wenig,"CAM, CM",62,80,1000000,2000,Germany,Right,64,58,63,44
T. Gayret,"CAM, RM, LM",62,67,600000,1000,Germany,Left,69,56,58,41
K. Felida,"CDM, CM",62,68,600000,1000,Curacao,Right,64,47,56,60
T. Deniz,"CAM, CM",62,62,400000,1000,Germany,Right,72,60,62,44
F. Herbst,CB,62,68,575000,500,Germany,Right,60,29,41,60
M. Schmidt,"CAM, CM",62,64,500000,500,Germany,Right,62,60,58,43
E. OmiÄ‡,"CDM, CM",62,75,900000,2000,Austria,Right,64,43,58,60
Simo,CB,62,83,1200000,500,Spain,Right,59,36,49,63
P. Sequeira,GK,62,69,675000,1000,Costa Rica,Right,0,0,0,0
TomÃ¡s Domingos,RB,62,69,750000,1000,Portugal,Right,72,41,60,57
I. Monterisi,CB,62,76,900000,2000,Italy,Right,58,30,41,63
S. Giordano,"LW, LB",62,72,875000,850,Italy,Left,76,51,60,52
M. BrkljaÄa,"CAM, CM",62,83,1200000,500,Croatia,Left,73,48,54,34
B. BÃ¶ckle,LB,62,68,575000,3000,Austria,Left,69,34,49,59
S. TrÃ©moulet,"CB, LWB",62,69,750000,2000,France,Left,64,29,47,62
Fabinho,"RWB, RM",62,70,850000,2000,Portugal,Right,71,34,54,59
Vilarrasa,"LB, LM",62,70,850000,2000,Spain,Left,67,36,38,66
R. DediÄ,ST,62,62,400000,500,Slovakia,Right,60,61,39,27
M. Eser,CB,62,73,825000,2000,Turkey,Right,74,32,34,64
E. Shahaf,"CM, CB",62,67,600000,2000,Israel,Right,74,60,59,56
M. Peretti,CB,62,69,750000,800,Italy,Right,58,30,38,61
L. Belardinelli,CDM,62,71,850000,1000,Italy,Right,65,42,56,61
D. PejÄinoviÄ‡,ST,62,81,1000000,2000,Germany,Left,62,60,52,24
Arroyo,"CF, ST, RM",62,76,925000,2000,Spain,Right,72,63,45,20
Tiago Santos,RB,62,73,825000,800,Portugal,Right,77,43,56,55
S. GÃ¶ksu,"CM, RB",62,62,400000,3000,Turkey,Right,66,56,60,59
JoÃ£o Silva,CB,62,68,575000,2000,Portugal,Right,63,24,41,62
Y. Yarmoliuk,"CAM, CM, RM",62,80,1000000,3000,Ukraine,Right,66,56,63,42
J. Herrera,"RM, LM",62,71,850000,1000,Argentina,Left,71,59,58,22
L. Moro,GK,62,80,875000,500,Italy,Right,0,0,0,0
A. Onischenko,CM,62,77,950000,550,Ukraine,Right,62,51,58,52
G. Balanta,GK,62,77,850000,500,Colombia,Right,0,0,0,0
J. Bahamboula,RW,62,77,975000,2000,France,Right,82,59,51,34
N. Sadaoui,"LM, ST, RM",62,62,400000,500,Morocco,Right,80,58,52,31
M. Tolba,"RB, CB",62,74,875000,500,Germany,Right,61,38,53,61
M. Tambedou,"CB, CDM",62,74,875000,1000,Senegal,Right,70,33,50,60
T. Geralnik,"CAM, CM",62,78,1000000,900,Argentina,Right,61,54,64,37
Miguel NÃ³brega,CB,62,69,750000,1000,Portugal,Right,59,30,36,63
G. Jean,CB,62,71,825000,900,France,Left,57,33,44,62
Jonny Arriba,"CM, RW",62,70,875000,1000,Spain,Right,67,56,63,54
M. Meisl,CB,62,71,825000,2000,Austria,Left,60,29,46,61
N. Prelec,ST,62,74,975000,2000,Slovenia,Left,66,63,53,21
Ãlex Padilla,GK,62,80,900000,500,Spain,Right,0,0,0,0
D. Gomis,CB,62,64,425000,2000,Senegal,Right,57,29,43,62
B. Nieling,CB,62,74,875000,1000,Netherlands,Left,63,27,41,64
D. Jean,ST,62,76,950000,3000,Haiti,Right,82,62,48,23
Alcedo,LB,62,68,600000,1000,Spain,Left,69,35,42,62
Martim Tavares,ST,62,79,1000000,1000,Portugal,Right,61,67,45,22
Adriano Firmino,"CDM, CM",62,71,850000,1000,Brazil,Right,56,47,60,59
Paulo Eduardo,CB,62,74,900000,900,Brazil,Left,59,35,46,64
A. Kulakov,ST,62,69,800000,500,Ukraine,Right,70,63,44,23
J. Escartin,CB,62,79,975000,2000,France,Right,65,30,46,63
Marco Moreno,CB,62,77,925000,5000,Spain,Right,57,33,43,60
Dinis Pinto,RB,62,71,850000,2000,Portugal,Right,72,42,54,57
B. Bouchouari,CM,62,71,875000,1000,Morocco,Right,65,47,62,44
VÃ­ctor Aznar,GK,62,75,825000,2000,Brazil,Right,0,0,0,0
B. Bayeye,"RM, RWB",62,68,650000,6000,France,Right,77,50,59,55
S. Wade,"LWB, LM, LB",62,75,900000,3000,England,Left,63,32,51,64
M. Karamarko,CB,62,67,550000,1000,Croatia,Left,63,25,39,63
J. Louis-Jean,"RB, LB",62,79,975000,500,France,Right,69,27,51,62
O. Yatsyk,"CM, CDM",62,78,1000000,500,Ukraine,Right,64,59,62,55
O. Ocheretko,CAM,62,74,950000,500,Ukraine,Left,65,55,61,35
R. Cleary,ST,62,76,925000,3000,England,Right,74,62,50,29
M. N'Diaye,"LB, CB",62,75,925000,3000,Senegal,Left,77,27,53,58
H. Mouali,"LB, LWB",62,69,750000,950,Algeria,Left,63,38,57,58
Marc Tenas,ST,62,70,900000,2000,Spain,Right,54,67,46,22
J. Ibrahimi,ST,62,74,950000,2000,Nigeria,Right,66,61,44,24
M. Quiroz,"CDM, CM",62,72,825000,2000,Argentina,Right,65,53,60,59
M. Esponda,CDM,62,77,900000,1000,Argentina,Right,66,54,58,59
Ãlex Revuelta,CB,62,69,750000,4000,Spain,Right,66,31,41,61
J. Murphy,GK,61,61,35000,1000,Republic of Ireland,Left,0,0,0,0
S. Flinders,GK,61,61,35000,2000,England,Right,0,0,0,0
A. Askar,"LB, RB, LM",61,61,70000,600,Ethiopia,Right,71,58,61,55
D. Pratley,"CM, CDM",61,61,100000,2000,England,Right,33,57,61,62
L. Chambers,CB,61,61,60000,2000,England,Right,36,26,49,60
R. McArdle,CB,61,61,90000,1000,Northern Ireland,Right,34,27,42,61
S. Foley,"CM, CDM",61,61,130000,1000,Republic of Ireland,Right,47,57,61,60
Yang Xu,ST,61,61,160000,3000,China PR,Right,54,58,53,28
Cheng Yuelei,GK,61,61,60000,1000,China PR,Right,0,0,0,0
Zhang Chong,GK,61,61,60000,1000,China PR,Right,0,0,0,0
R. Lainton,GK,61,61,160000,500,England,Right,0,0,0,0
Feng Zhuoyi,CM,61,61,200000,2000,China PR,Right,62,50,57,60
A. Sanaia,"CB, LWB",61,61,210000,950,Georgia,Right,49,37,55,60
M. Oxley,GK,61,61,170000,1000,England,Right,0,0,0,0
Shin Hyung Min,"CDM, CM",61,61,90000,1000,Korea Republic,Right,43,56,61,60
J. Devitt,"CAM, CM",61,61,275000,2000,Republic of Ireland,Right,65,58,62,41
A. White,"LWB, LB",61,61,275000,2000,Republic of Ireland,Left,66,55,56,58
J. Bowery,"ST, LW",61,61,325000,4000,England,Right,78,58,48,37
S. Bennett,CDM,61,61,230000,3000,England,Right,39,53,52,61
J. Labadie,"CM, CDM",61,61,275000,3000,England,Right,59,55,58,62
T. Ricketts,ST,61,61,160000,2000,Canada,Right,82,60,47,22
A. Bhattacharya,GK,61,61,160000,500,India,Right,0,0,0,0
R. Koczor,GK,61,61,110000,850,Germany,Right,0,0,0,0
F. Rossi,GK,61,61,170000,5000,Italy,Right,0,0,0,0
S. Robinson,"ST, CM",61,61,325000,2000,Scotland,Right,66,59,58,50
A. Boyle,CB,61,61,220000,700,Republic of Ireland,Right,45,37,49,60
K. Ward,"CAM, LM",61,61,275000,750,Republic of Ireland,Right,67,56,61,48
Ji Dong Won,"ST, LM",61,61,275000,2000,Korea Republic,Right,56,63,59,40
J. Bertilsson,"RW, LW",61,61,150000,850,Sweden,Right,63,58,60,32
M. Ziereis,"ST, CAM",61,61,325000,600,Germany,Right,65,60,50,23
M. Ehmer,CB,61,61,275000,2000,Germany,Right,56,54,52,59
M. KÃ¶nnecke,"CM, CDM",61,61,200000,550,Germany,Right,85,59,61,50
D. Lafferty,"LWB, LB, LM",61,61,170000,600,Northern Ireland,Left,54,52,56,59
A. Palmer,CB,61,61,275000,3000,England,Right,47,29,37,61
F. D'Onofrio,"RWB, LWB",61,61,240000,3000,Belgium,Right,66,34,54,59
B. Meredith,GK,61,61,160000,1000,United States,Right,0,0,0,0
S. May,ST,61,61,325000,2000,Scotland,Right,65,60,57,26
R. SÃ¡nchez,GK,61,62,250000,1000,Mexico,Right,0,0,0,0
Cho Ji Hun,"CM, CDM",61,61,250000,2000,Korea Republic,Right,60,62,64,58
J. Day,GK,61,61,170000,2000,England,Left,0,0,0,0
A. Smith,GK,61,61,220000,1000,England,Right,0,0,0,0
J. Reeves,"CM, CDM",61,61,325000,2000,England,Right,72,54,61,55
B. Kiernan,"LM, ST, LW",61,61,325000,3000,England,Right,88,53,52,28
B. McNamee,"LM, CAM",61,61,325000,500,Republic of Ireland,Left,59,54,60,53
Ruben Bover,"CAM, CM, LM",61,61,325000,1000,Spain,Left,70,58,61,38
E. Murray,CB,61,61,275000,2000,Scotland,Right,53,35,46,59
Zhang Jiaqi,"CDM, CM",61,61,275000,2000,China PR,Right,53,56,52,59
M. Crocombe,GK,61,61,230000,2000,New Zealand,Right,0,0,0,0
R. Gaffney,ST,61,61,275000,850,Republic of Ireland,Right,52,61,53,38
G. Holohan,"CM, CDM",61,61,325000,2000,Republic of Ireland,Right,69,54,60,50
C. Jennings,ST,61,61,325000,3000,England,Right,70,62,57,38
B. Dickenson,"LM, CM, LW",61,61,325000,3000,England,Left,70,57,57,56
A. KajeviÄ‡,"CM, CAM",61,61,250000,2000,Montenegro,Left,71,43,60,53
A. Kurdi,RB,61,61,275000,4000,Saudi Arabia,Right,66,51,59,58
L. Gambin,"RM, CM, LM",61,61,325000,2000,Malta,Left,68,55,57,46
M. Acton,GK,61,61,220000,1000,Australia,Right,0,0,0,0
D. Iapichino,LB,61,61,240000,4000,Switzerland,Left,68,50,53,58
J. Duncan,GK,61,62,250000,500,Australia,Right,0,0,0,0
D. Morgan,"CM, CDM",61,61,350000,1000,Northern Ireland,Right,56,55,58,60
C. McFadzean,LWB,61,61,300000,500,Scotland,Left,73,51,55,57
L. BrÄƒnescu,GK,61,64,300000,1000,Romania,Right,0,0,0,0
J. Fabri,GK,61,63,275000,900,France,Right,0,0,0,0
A. Al Jadaani,GK,61,61,220000,5000,Saudi Arabia,Right,0,0,0,0
R. Stewart,GK,61,63,300000,1000,Scotland,Left,0,0,0,0
Kim Dae Gyeong,"RM, LM, LB",61,61,325000,1000,Korea Republic,Right,71,54,56,48
H. Adelakun,"RW, LM",61,62,375000,2000,England,Right,77,58,56,21
Park Jung Bin,"LM, ST",61,61,325000,1000,Korea Republic,Right,75,57,58,38
Kim Joo Won,"CB, RB",61,61,275000,1000,Korea Republic,Right,67,27,49,59
J. Clisby,"LB, LM",61,61,275000,1000,Australia,Left,69,49,57,55
S. Roux,RB,61,61,300000,600,New Zealand,Right,75,42,50,54
K. O'Hara,GK,61,63,300000,2000,Republic of Ireland,Right,0,0,0,0
D. Love,"RB, LB",61,61,325000,1000,Scotland,Right,69,35,54,56
H. Gjesdal,CB,61,62,300000,850,Norway,Left,36,28,42,60
S. Jaime,"ST, RW, LW",61,61,140000,900,Argentina,Right,68,60,56,43
